"PSR (IL=0.2,Temp=125,harmonic=0) X","PSR (IL=0.2,Temp=125,harmonic=0) Y","PSR (IL=0.2,Temp=-55,harmonic=0) X","PSR (IL=0.2,Temp=-55,harmonic=0) Y","PSR (IL=0.2,Temp=-180,harmonic=0) X","PSR (IL=0.2,Temp=-180,harmonic=0) Y","PSR (IL=0.02,Temp=125,harmonic=0) X","PSR (IL=0.02,Temp=125,harmonic=0) Y","PSR (IL=0.02,Temp=-55,harmonic=0) X","PSR (IL=0.02,Temp=-55,harmonic=0) Y","PSR (IL=0.02,Temp=-180,harmonic=0) X","PSR (IL=0.02,Temp=-180,harmonic=0) Y"
1,-20.25515787537508,1,-32.83107766957679,1,-35.55596117220081,1,-40.72044327603092,1,-43.76091977160706,1,-49.80586448777306
1.258925411794167,-20.25515787531597,1.258925411794167,-32.83107766949792,1.258925411794167,-35.55596117212298,1.258925411794167,-40.7204432759407,1.258925411794167,-43.76091977149602,1.258925411794167,-49.80586448762145
1.584893192461114,-20.25515787522082,1.584893192461114,-32.83107766937724,1.584893192461114,-35.55596117200749,1.584893192461114,-40.72044327580581,1.584893192461114,-43.76091977132629,1.584893192461114,-49.80586448738559
1.99526231496888,-20.25515787505279,1.99526231496888,-32.83107766918825,1.99526231496888,-35.55596117182457,1.99526231496888,-40.7204432755904,1.99526231496888,-43.76091977105549,1.99526231496888,-49.80586448701293
2.511886431509581,-20.25515787479569,2.511886431509581,-32.83107766889107,2.511886431509581,-35.55596117153316,2.511886431509581,-40.7204432752479,2.511886431509581,-43.76091977063126,2.511886431509581,-49.80586448642177
3.16227766016838,-20.25515787438788,3.16227766016838,-32.83107766842263,3.16227766016838,-35.55596117105159,3.16227766016838,-40.72044327470337,3.16227766016838,-43.76091976995663,3.16227766016838,-49.80586448548885
3.981071705534974,-20.2551578737423,3.981071705534974,-32.83107766773207,3.981071705534974,-35.55596117030576,3.981071705534974,-40.7204432738385,3.981071705534974,-43.76091976888926,3.981071705534974,-49.80586448400569
5.011872336272725,-20.25515787271907,5.011872336272725,-32.83107766658403,5.011872336272725,-35.55596116912666,5.011872336272725,-40.72044327246572,5.011872336272725,-43.76091976719734,5.011872336272725,-49.80586448166675
6.309573444801935,-20.25515787109867,6.309573444801935,-32.83107766476569,6.309573444801935,-35.5559611673072,6.309573444801935,-40.72044327028749,6.309573444801935,-43.76091976451779,6.309573444801935,-49.80586447795105
7.943282347242818,-20.2551578685327,7.943282347242818,-32.83107766188001,7.943282347242818,-35.55596116438181,7.943282347242818,-40.72044326683309,7.943282347242818,-43.76091976027399,7.943282347242818,-49.8058644720648
10.00000000000001,-20.25515786447129,10.00000000000001,-32.83107765731393,10.00000000000001,-35.55596115972177,10.00000000000001,-40.72044326128228,10.00000000000001,-43.76091975355418,10.00000000000001,-49.80586446274248
12.58925411794168,-20.2551578580495,12.58925411794168,-32.83107765010421,12.58925411794168,-35.55596115237159,12.58925411794168,-40.72044325258731,12.58925411794168,-43.7609197429181,12.58925411794168,-49.8058644479822
15.84893192461115,-20.25515784790828,15.84893192461115,-32.83107763870732,15.84893192461115,-35.55596114076209,15.84893192461115,-40.72044323884874,15.84893192461115,-43.76091972613069,15.84893192461115,-49.80586442462665
19.95262314968881,-20.25515783192734,19.95262314968881,-32.83107762073821,19.95262314968881,-35.5559611224586,19.95262314968881,-40.72044321716722,19.95262314968881,-43.76091969958274,19.95262314968881,-49.80586438770979
25.11886431509582,-20.25515780682557,25.11886431509582,-32.83107759249277,25.11886431509582,-35.55596109368457,25.11886431509582,-40.72044318302468,25.11886431509582,-43.76091965771411,25.11886431509582,-49.80586432949334
31.62277660168382,-20.25515776760156,31.62277660168382,-32.83107754830206,31.62277660168382,-35.55596104866373,31.62277660168382,-40.72044312949942,31.62277660168382,-43.76091959196191,31.62277660168382,-49.80586423766912
39.81071705534977,-20.25515770680749,39.81071705534977,-32.8310774796735,39.81071705534977,-35.55596097873722,39.81071705534977,-40.72044304606955,39.81071705534977,-43.7609194891653,39.81071705534977,-49.80586409364558
50.11872336272729,-20.25515761375579,50.11872336272729,-32.8310773742942,50.11872336272729,-35.55596087134393,50.11872336272729,-40.72044291721986,50.11872336272729,-43.76091932964574,50.11872336272729,-49.80586386882396
63.0957344480194,-20.2551574740381,63.0957344480194,-32.83107721525247,63.0957344480194,-35.5559607092097,63.0957344480194,-40.72044272094799,63.0957344480194,-43.76091908482336,63.0957344480194,-49.8058635205974
79.43282347242825,-20.25515727021604,79.43282347242825,-32.83107698128571,79.43282347242825,-35.55596047057164,79.43282347242825,-40.72044242790452,79.43282347242825,-43.76091871497039,79.43282347242825,-49.80586298706545
100.0000000000001,-20.25515698516026,100.0000000000001,-32.83107664948088,100.0000000000001,-35.55596013188097,100.0000000000001,-40.72044200231741,100.0000000000001,-43.76091816794059,100.0000000000001,-49.80586218110911
125.8925411794169,-20.25515660941715,125.8925411794169,-32.8310762017504,125.8925411794169,-35.55595967418922,125.8925411794169,-40.72044140564471,125.8925411794169,-43.76091737939004,125.8925411794169,-49.80586098300316
158.4893192461116,-20.25515615201223,158.4893192461116,-32.83107563404099,158.4893192461116,-35.55595909248045,158.4893192461116,-40.72044060163023,158.4893192461116,-43.76091627200925,158.4893192461116,-49.80585922814225
199.5262314968883,-20.25515564873792,199.5262314968883,-32.83107496204666,199.5262314968883,-35.55595840115033,199.5262314968883,-40.72043955379356,199.5262314968883,-43.76091474548615,199.5262314968883,-49.80585667801627
251.1886431509584,-20.25515515938226,251.1886431509584,-32.83107421371944,251.1886431509584,-35.5559576261082,251.1886431509584,-40.72043820856219,251.1886431509584,-43.7609126439489,251.1886431509584,-49.80585295780162
316.2277660168385,-20.2551547519958,316.2277660168385,-32.83107340599268,316.2277660168385,-35.55595678092536,316.2277660168385,-40.72043645329067,316.2277660168385,-43.76090969291774,316.2277660168385,-49.80584744599643
398.107170553498,-20.25515448579155,398.107170553498,-32.83107251570695,398.107170553498,-35.5559558361926,398.107170553498,-40.72043405967943,398.107170553498,-43.76090540718492,398.107170553498,-49.80583910554615
501.1872336272732,-20.25515440713605,501.1872336272732,-32.83107145738632,501.1872336272732,-35.55595469601947,501.1872336272732,-40.72043061729432,501.1872336272732,-43.7608989686284,501.1872336272732,-49.80582624475106
630.9573444801945,-20.25515456167813,630.9573444801945,-32.83107006696853,630.9573444801945,-35.55595317947009,630.9573444801945,-40.72042544716591,630.9573444801945,-43.76088905216069,630.9573444801945,-49.80580615294549
794.3282347242831,-20.25515501622328,794.3282347242831,-32.83106807867524,794.3282347242831,-35.55595099441811,794.3282347242831,-40.72041746647515,794.3282347242831,-43.76087355180018,794.3282347242831,-49.80577452820463
1000.000000000002,-20.2551558848885,1000.000000000002,-32.83106508013632,1000.000000000002,-35.55594768531659,1000.000000000002,-40.72040497115462,1000.000000000002,-43.76084913873916,1000.000000000002,-49.80572456155489
1258.92541179417,-20.25515736266981,1258.92541179417,-32.8310604320252,1258.92541179417,-35.55594254601991,1258.92541179417,-40.72038527187296,1258.92541179417,-43.76081055217975,1258.92541179417,-49.80564547785992
1584.893192461117,-20.25515977171441,1584.893192461117,-32.83105313491433,1584.893192461117,-35.55593447080327,1584.893192461117,-40.72035411796907,1584.893192461117,-43.76074946602102,1584.893192461117,-49.80552021083193
1995.262314968884,-20.25516363323238,1995.262314968884,-32.8310416164999,1995.262314968884,-35.55592171835745,1995.262314968884,-40.72030478760824,1995.262314968884,-43.76065269970134,1995.262314968884,-49.80532172900256
2511.886431509586,-20.25516978041008,2511.886431509586,-32.83102339061863,2511.886431509586,-35.55590153664078,2511.886431509586,-40.72022663343559,2511.886431509586,-43.76049937040112,2511.886431509586,-49.8050072057497
3162.277660168386,-20.25517953778395,3162.277660168386,-32.83099452352821,3162.277660168386,-35.55586956943559,3162.277660168386,-40.72010278649076,3162.277660168386,-43.76025639041578,3162.277660168386,-49.80450878600007
3981.071705534981,-20.25519500457697,3981.071705534981,-32.83094878130013,3981.071705534981,-35.55581891443661,3981.071705534981,-40.71990651374541,3981.071705534981,-43.75987133121765,3981.071705534981,-49.80371897054063
5011.872336272734,-20.25521950124959,5011.872336272734,-32.83087628134987,5011.872336272734,-35.55573863137246,5011.872336272734,-40.71959544843921,5011.872336272734,-43.75926112290189,5011.872336272734,-49.80246750158784
6309.573444801948,-20.25525826975999,6309.573444801948,-32.83076135042498,6309.573444801948,-35.55561137467814,6309.573444801948,-40.71910244429448,6309.573444801948,-43.75829416432684,6309.573444801948,-49.80048478679375
7943.282347242834,-20.25531956375836,7943.282347242834,-32.83057912038481,7943.282347242834,-35.55540963454525,7943.282347242834,-40.71832107822968,7943.282347242834,-43.75676201936294,7943.282347242834,-49.79734422884452
10000.00000000003,-20.25541632660465,10000.00000000003,-32.83029010636816,10000.00000000003,-35.55508976179617,10000.00000000003,-40.71708267284447,10000.00000000003,-43.75433468275136,10000.00000000003,-49.79237136856831
12589.25411794171,-20.25556872633345,12589.25411794171,-32.82983154919997,12589.25411794171,-35.55458245327974,12589.25411794171,-40.71511987144592,12589.25411794171,-43.75048999262185,12589.25411794171,-49.78450140831833
15848.93192461118,-20.25580786369435,15848.93192461118,-32.82910353265898,15848.93192461118,-35.55377756120001,15848.93192461118,-40.71200889290041,15848.93192461118,-43.74440253505163,15848.93192461118,-49.77205711463336
19952.62314968885,-20.25618088425013,19952.62314968885,-32.82794658422846,19952.62314968885,-35.5524997450587,19952.62314968885,-40.70707798388449,19952.62314968885,-43.73476951926047,19952.62314968885,-49.75240601845602
25118.86431509587,-20.25675721197959,25118.86431509587,-32.82610520918509,25118.86431509587,-35.55046922021412,25118.86431509587,-40.69926229309604,25118.86431509587,-43.71953966165029,25118.86431509587,-49.72143969265386
31622.77660168388,-20.25763393722954,31622.77660168388,-32.82316779324306,31622.77660168388,-35.54723797038517,31622.77660168388,-40.68687393744643,31622.77660168388,-43.69549553913367,31622.77660168388,-49.67280311532986
39810.71705534984,-20.25893384992619,39810.71705534984,-32.81846603330968,39810.71705534984,-35.54208502997374,39810.71705534984,-40.66723835468758,39810.71705534984,-43.65762133714725,39810.71705534984,-49.5968027381171
50118.72336272738,-20.26077884412134,50118.72336272738,-32.8109039199548,50118.72336272738,-35.53384266419999,50118.72336272738,-40.63612208644322,50118.72336272738,-43.59817303660651,50118.72336272738,-49.4789722121746
63095.73444801952,-20.26319935823768,63095.73444801952,-32.79866376074247,63095.73444801952,-35.52060567780197,63095.73444801952,-40.5868439783901,63095.73444801952,-43.50537738193678,63095.73444801952,-49.29844192726172
79432.82347242841,-20.26590558554378,79432.82347242841,-32.7787040669846,79432.82347242841,-35.49924786690819,79432.82347242841,-40.50893774747578,79432.82347242841,-43.36177021233661,79432.82347242841,-49.02663456342661
100000.0000000003,-20.2678255539608,100000.0000000003,-32.74593980523638,100000.0000000003,-35.46464623772026,100000.0000000003,-40.38628753091375,100000.0000000003,-43.14244734641623,100000.0000000003,-48.62741664710396
125892.5411794172,-20.266436087076,125892.5411794172,-32.69206168502684,125892.5411794172,-35.40855511082726,125892.5411794172,-40.19499354799472,125892.5411794172,-42.81409664862218,125892.5411794172,-48.06037398090876
158489.3192461119,-20.25749830865754,158489.3192461119,-32.60431912868827,158489.3192461119,-35.31833966520346,158489.3192461119,-39.90226258380495,158489.3192461119,-42.33668144980139,158489.3192461119,-47.28849643434705
199526.2314968887,-20.23689715889762,199526.2314968887,-32.46531993944255,199526.2314968887,-35.17634724567411,199526.2314968887,-39.46939011220559,199526.2314968887,-41.67038479927626,199526.2314968887,-46.28933058996384
251188.6431509589,-20.20472695751207,251188.6431509589,-32.25419130227303,251188.6431509589,-34.96037588913939,251188.6431509589,-38.860774123388,251188.6431509589,-40.78775474758026,251188.6431509589,-45.06462093583482
316227.7660168391,-20.16083364187263,316227.7660168391,-31.94332711861719,316227.7660168391,-34.64150254371604,316227.7660168391,-38.04868893732456,316227.7660168391,-39.68073233507411,316227.7660168391,-43.63876406221156
398107.1705534988,-20.08834519701331,398107.1705534988,-31.49029931984673,398107.1705534988,-34.17864947190619,398107.1705534988,-37.00745006243505,398107.1705534988,-38.35540910503752,398107.1705534988,-42.04432747400288
501187.2336272742,-19.97549150223895,501187.2336272742,-30.85753701201928,501187.2336272742,-33.53333783303909,501187.2336272742,-35.74349770127996,501187.2336272742,-36.84357367846222,501187.2336272742,-40.32198856064951
630957.3444801958,-19.80294475401452,630957.3444801958,-30.01389027758201,630957.3444801958,-32.67523756417836,630957.3444801958,-34.28293264144591,630957.3444801958,-35.1849806796708,630957.3444801958,-38.50878831437293
794328.2347242847,-19.544802294951,794328.2347242847,-28.94636061779033,794328.2347242847,-31.59165986880604,794328.2347242847,-32.66473523741922,794328.2347242847,-33.42013398633068,794328.2347242847,-36.63443784904479
1000000.000000004,-19.16507010102839,1000000.000000004,-27.66315655353789,1000000.000000004,-30.29197482193342,1000000.000000004,-30.92721275034886,1000000.000000004,-31.58186904464319,1000000.000000004,-34.72017438890502
1258925.411794172,-18.62704683798993,1258925.411794172,-26.19494492963814,1258925.411794172,-28.80662487510202,1258925.411794172,-29.10718855695232,1258925.411794172,-29.69788746409947,1258925.411794172,-32.78246881039206
1584893.19246112,-17.8993538333964,1584893.19246112,-24.58506741695658,1584893.19246112,-27.17765328783068,1584893.19246112,-27.23569414198576,1584893.19246112,-27.79059043134089,1584893.19246112,-30.83441156403032
1995262.314968888,-16.96268943275876,1995262.314968888,-22.8772594341078,1995262.314968888,-25.44680280684373,1995262.314968888,-25.33415299567548,1995262.314968888,-25.87596220013977,1995262.314968888,-28.88474030136508
2511886.431509591,-15.82450147098961,2511886.431509591,-21.11374260328999,2511886.431509591,-23.65294166723111,2511886.431509591,-23.42238374252359,2511886.431509591,-23.96955287263323,2511886.431509591,-26.94251189430469
3162277.660168393,-14.51758656656828,3162277.660168393,-19.3311270263381,3162277.660168393,-21.82913153001116,3162277.660168393,-21.51769062681517,3162277.660168393,-22.08584758308633,3162277.660168393,-25.01688276057128
3981071.70553499,-13.09451080416469,3981071.70553499,-17.56071192963881,3981071.70553499,-20.00305799974651,3981071.70553499,-19.63734648157079,3981071.70553499,-20.23911610884084,3981071.70553499,-23.11753320264347
5011872.336272745,-11.61944697872145,5011872.336272745,-15.8314726975017,5011872.336272745,-18.20123363636108,5011872.336272745,-17.80204561158055,5011872.336272745,-18.44568417564217,5011872.336272745,-21.25773389123076
6309573.444801961,-10.15984908704607,6309573.444801961,-14.17270502157424,6309573.444801961,-16.45204986852129,6309573.444801961,-16.03736619223701,6309573.444801961,-16.72561280602248,6309573.444801961,-19.45610791042119
7943282.347242852,-8.779590283497399,7943282.347242852,-12.61653925217273,7943282.347242852,-14.78813863194819,7943282.347242852,-14.37404151782004,7943282.347242852,-15.10479272514129,7943282.347242852,-17.73827466417239
10000000.00000005,-7.53284867911594,10000000.00000005,-11.19799230063765,10000000.00000005,-13.24561703091833,10000000.00000005,-12.84668916141596,10000000.00000005,-13.61538468761746,10000000.00000005,-16.13620755156825
12589254.11794173,-6.455488927965297,12589254.11794173,-9.949437908415568,12589254.11794173,-11.85922003645572,12589254.11794173,-11.48825324781425,12589254.11794173,-12.291430194091,12589254.11794173,-14.6843919738362
15848931.92461121,-5.555328723715172,15848931.92461121,-8.888618749682207,15848931.92461121,-10.6509023381494,15848931.92461121,-10.31838708750911,15848931.92461121,-11.15741219410801,15848931.92461121,-13.409432863396
19952623.14968889,-4.809423092701603,19952623.14968889,-8.008517011784161,19952623.14968889,-9.61843271741161,19952623.14968889,-9.332947707560448,19952623.14968889,-10.21680995009847,19952623.14968889,-12.3182845819169
25118864.31509592,-4.167703151522779,25118864.31509592,-7.272249541113705,25118864.31509592,-8.726519784876576,25118864.31509592,-8.496520240603981,25118864.31509592,-9.443764447867531,25118864.31509592,-11.38682636148655
31622776.60168395,-3.562500477399634,31622776.60168395,-6.616522083253732,31622776.60168395,-7.906724794359906,31622776.60168395,-7.743872663178042,31622776.60168395,-8.783436552495665,31622776.60168395,-10.55642662008122
39810717.05534992,-2.91869931950201,39810717.05534992,-5.957484504287835,39810717.05534992,-7.061753123444557,39810717.05534992,-6.984983358625075,39810717.05534992,-8.155600131710974,39810717.05534992,-9.735366893559679
50118723.36272748,-2.165232968189107,50118723.36272748,-5.195546533961281,50118723.36272748,-6.070802400621918,50118723.36272748,-6.109429390462387,50118723.36272748,-7.456823640009289,50118723.36272748,-8.801649101707413
63095734.44801965,-1.254994441755482,63095734.44801965,-4.221273816121991,63095734.44801965,-4.79602953221567,63095734.44801965,-4.989690765370637,63095734.44801965,-6.560619209660952,63095734.44801965,-7.604423131702713
79432823.47242856,-0.2029474566221874,79432823.47242856,-2.929614948208751,79432823.47242856,-3.096925555487486,79432823.47242856,-3.48871802703238,79432823.47242856,-5.319017919987981,79432823.47242856,-5.963715453411977
100000000.0000005,0.8563003829161495,100000000.0000005,-1.258127525430842,100000000.0000005,-0.8798178785072701,100000000.0000005,-1.49094259291609,100000000.0000005,-3.56965259224339,100000000.0000005,-3.668710957848961
125892541.1794174,1.648935726557932,125892541.1794174,0.7019530059526263,125892541.1794174,1.701837519257695,125892541.1794174,0.9700366001360126,125892541.1794174,-1.166082059134227,125892541.1794174,-0.4957719037594067
158489319.2461122,1.923853526795919,158489319.2461122,2.447137895342751,158489319.2461122,3.696938565732685,158489319.2461122,3.283083258142983,158489319.2461122,1.830879318191739,158489319.2461122,3.481659383721813
199526231.4968891,1.715226965409433,199526231.4968891,3.090913447891247,199526231.4968891,3.789319460157672,199526231.4968891,4.035433119373211,199526231.4968891,4.316653409502794,199526231.4968891,5.993277926777214
251188643.1509594,1.288354385570381,251188643.1509594,2.564249998926281,251188643.1509594,2.699289953713611,251188643.1509594,3.158394596319773,251188643.1509594,4.280387689687364,251188643.1509594,4.620907689286087
316227766.0168397,0.8751546538033497,316227766.0168397,1.709237065597144,316227766.0168397,1.658765042719195,316227766.0168397,2.01072099388153,316227766.0168397,2.836549630341138,316227766.0168397,2.704508424047829
398107170.5534995,0.578035516313575,398107170.5534995,1.040282433169373,398107170.5534995,0.9875434013602495,398107170.5534995,1.196286484362439,398107170.5534995,1.643732685288192,398107170.5534995,1.514559124165237
500000000,0.4071066779618393,500000000,0.6456426315733785,500000000,0.629195692522856,500000000,0.7404805272113456,500000000,0.9572739378028167,500000000,0.9023135586884984
