"Loop Gain dB20 (IL=0.2,Temp=-55,harmonic=0) X","Loop Gain dB20 (IL=0.2,Temp=-55,harmonic=0) Y","Loop Gain dB20 (IL=0.2,Temp=-180,harmonic=0) X","Loop Gain dB20 (IL=0.2,Temp=-180,harmonic=0) Y","Loop Gain dB20 (IL=0.0002,Temp=-55,harmonic=0) X","Loop Gain dB20 (IL=0.0002,Temp=-55,harmonic=0) Y","Loop Gain dB20 (IL=0.2,Temp=125,harmonic=0) X","Loop Gain dB20 (IL=0.2,Temp=125,harmonic=0) Y","Loop Gain dB20 (IL=0.0002,Temp=27,harmonic=0) X","Loop Gain dB20 (IL=0.0002,Temp=27,harmonic=0) Y","Loop Gain dB20 (IL=0.0002,Temp=125,harmonic=0) X","Loop Gain dB20 (IL=0.0002,Temp=125,harmonic=0) Y","Loop Gain dB20 (IL=0.0002,Temp=-180,harmonic=0) X","Loop Gain dB20 (IL=0.0002,Temp=-180,harmonic=0) Y","Loop Gain dB20 (IL=0.2,Temp=27,harmonic=0) X","Loop Gain dB20 (IL=0.2,Temp=27,harmonic=0) Y"
1,47.50103180791612,1,51.73386842833814,1,75.11785711903369,1,32.16480364284793,1,67.32960803125557,1,49.02769832071041,1,79.55267583563527,1,39.66011495698627
1.258925411794167,47.50103180768244,1.258925411794167,51.73386842802991,1.258925411794167,75.11785707251423,1.258925411794167,32.16480364277088,1.258925411794167,67.32960802381859,1.258925411794167,49.02769832044758,1.258925411794167,79.55267577025067,1.258925411794167,39.66011495689033
1.584893192461114,47.50103180731315,1.584893192461114,51.73386842754859,1.584893192461114,75.11785699882407,1.584893192461114,32.16480364266273,1.584893192461114,67.32960801202984,1.584893192461114,49.02769832003825,1.584893192461114,79.55267566673092,1.584893192461114,39.6601149567387
1.99526231496888,47.50103180673091,1.99526231496888,51.7338684267589,1.99526231496888,75.11785688193238,1.99526231496888,32.16480364245108,1.99526231496888,67.32960799333749,1.99526231496888,49.02769831936859,1.99526231496888,79.55267550256259,1.99526231496888,39.66011495647731
2.511886431509581,47.5010318057919,2.511886431509581,51.73386842552191,2.511886431509581,75.11785669678838,2.511886431509581,32.16480364214326,2.511886431509581,67.32960796364824,2.511886431509581,49.02769831832502,2.511886431509581,79.55267524244248,2.511886431509581,39.66011495607854
3.16227766016838,47.50103180431665,3.16227766016838,51.73386842357274,3.16227766016838,75.11785640326103,3.16227766016838,32.16480364166418,3.16227766016838,67.32960791665589,3.16227766016838,49.02769831666518,3.16227766016838,79.55267483003695,3.16227766016838,39.66011495543958
3.981071705534974,47.50103180198303,3.981071705534974,51.7338684204594,3.981071705534974,75.1178559380722,3.981071705534974,32.16480364090288,3.981071705534974,67.32960784215821,3.981071705534974,49.02769831403275,3.981071705534974,79.55267417663093,3.981071705534974,39.66011495444383
5.011872336272725,47.50103179827924,5.011872336272725,51.73386841555452,5.011872336272725,75.1178552007419,5.011872336272725,32.16480363967289,5.011872336272725,67.32960772409334,5.011872336272725,49.02769830988368,5.011872336272725,79.55267314094849,5.011872336272725,39.66011495285501
6.309573444801935,47.50103179241489,6.309573444801935,51.73386840780323,6.309573444801935,75.11785403225466,6.309573444801935,32.16480363774209,6.309573444801935,67.32960753692299,6.309573444801935,49.0276983032593,6.309573444801935,79.55267149950467,6.309573444801935,39.66011495033784
7.943282347242818,47.50103178312695,7.943282347242818,51.7338683954756,7.943282347242818,75.11785218017847,7.943282347242818,32.16480363468228,7.943282347242818,67.32960724039876,7.943282347242818,49.0276982928327,7.943282347242818,79.55266889817851,7.943282347242818,39.66011494635153
10.00000000000001,47.50103176840049,10.00000000000001,51.73386837594687,10.00000000000001,75.11784924500827,10.00000000000001,32.16480362985065,10.00000000000001,67.32960677035861,10.00000000000001,49.02769827627215,10.00000000000001,79.55266477532247,10.00000000000001,39.66011494003229
12.58925411794168,47.50103174506582,12.58925411794168,51.73386834506061,12.58925411794168,75.11784459283402,12.58925411794168,32.16480362219432,12.58925411794168,67.32960602575517,12.58925411794168,49.02769825003495,12.58925411794168,79.55265824125546,12.58925411794168,39.6601149300353
15.84893192461115,47.50103170813007,15.84893192461115,51.73386829608644,15.84893192461115,75.11783722028406,15.84893192461115,32.1648036101255,15.84893192461115,67.32960484524273,15.84893192461115,49.02769820849719,15.84893192461115,79.5526478855091,15.84893192461115,39.66011491423744
19.95262314968881,47.50103164968012,19.95262314968881,51.73386821857207,19.95262314968881,75.11782553569482,19.95262314968881,32.16480359104677,19.95262314968881,67.32960297455102,19.95262314968881,49.02769814277054,19.95262314968881,79.55263147320798,19.95262314968881,39.66011488928284
25.11886431509582,47.50103155727663,25.11886431509582,51.73386809599386,25.11886431509582,75.1178070175247,25.11886431509582,32.16480356109267,25.11886431509582,67.32960000964896,25.11886431509582,49.02769803883703,25.11886431509582,79.55260546079666,25.11886431509582,39.66011484997166
31.62277660168382,47.50103141141936,31.62277660168382,51.73386790232922,31.62277660168382,75.117777669026,31.62277660168382,32.16480351415755,31.62277660168382,67.3295953116681,31.62277660168382,49.02769787466585,31.62277660168382,79.55256423422315,31.62277660168382,39.6601147882448
39.81071705534977,47.50103118166156,39.81071705534977,51.73386759673208,39.81071705534977,75.11773115550992,39.81071705534977,32.16480344117811,39.81071705534977,67.3295878670781,39.81071705534977,49.02769761593714,39.81071705534977,79.55249889759821,39.81071705534977,39.66011469182855
50.11872336272729,47.50103082090597,50.11872336272729,51.73386711590486,50.11872336272729,75.11765744125915,50.11872336272729,32.1648033288934,50.11872336272729,67.3295760716953,50.11872336272729,49.02769720925367,50.11872336272729,79.55239535156464,50.11872336272729,39.66011454239744
63.0957344480194,47.50103025718639,63.0957344480194,51.73386636192271,63.0957344480194,75.11754062269689,63.0957344480194,32.16480315888114,63.0957344480194,67.3295573855127,63.0957344480194,49.02769657278631,63.0957344480194,79.55223125476677,63.0957344480194,39.66011431354045
79.43282347242825,47.50102938190476,79.43282347242825,51.73386518528638,79.43282347242825,75.1173555033583,79.43282347242825,32.1648029074838,79.43282347242825,67.32952778803889,79.43282347242825,49.02769558236542,79.43282347242825,79.55197121091015,79.43282347242825,39.66011396893275
100.0000000000001,47.5010280338325,100.0000000000001,51.73386336012356,100.0000000000001,75.11706216336684,100.0000000000001,32.16480254796059,100.0000000000001,67.32948091915597,100.0000000000001,49.02769405206524,100.0000000000001,79.55155914042662,100.0000000000001,39.66011346176871
125.8925411794169,47.50102597577172,125.8925411794169,51.73386054674103,125.8925411794169,75.11659737018944,125.8925411794169,32.16480205608442,125.8925411794169,67.32940671708872,125.8925411794169,49.02769170569077,125.8925411794169,79.55090621177956,125.8925411794169,39.66011273613254
158.4893192461116,47.50102285639813,158.4893192461116,51.73385623190327,158.4893192461116,75.11586096616249,158.4893192461116,32.1648014180295,158.4893192461116,67.32928926033031,158.4893192461116,49.02768813033624,158.4893192461116,79.54987173482483,158.4893192461116,39.66011172797283
199.5262314968883,47.50101814110235,199.5262314968883,51.73384962452707,199.5262314968883,75.11469432663766,199.5262314968883,32.16480063391731,199.5262314968883,67.32910334033869,199.5262314968883,49.0276826940719,199.5262314968883,79.54823293137349,199.5262314968883,39.66011035790368
251.1886431509584,47.50101098551396,251.1886431509584,51.73383947390172,251.1886431509584,75.11284627684122,251.1886431509584,32.16479970704999,251.1886431509584,67.3288090114096,251.1886431509584,49.02767439839624,251.1886431509584,79.5456371812609,251.1886431509584,39.66010850314778
316.2277660168385,47.50100002350731,316.2277660168385,51.733823769617,316.2277660168385,75.10991927669082,316.2277660168385,32.16479861530713,316.2277660168385,67.32834294905044,316.2277660168385,49.02766163325485,316.2277660168385,79.54152673229139,316.2277660168385,39.66010594167216
398.107170553498,47.50098303867696,398.107170553498,51.73379927375461,398.107170553498,75.10528464361241,398.107170553498,32.16479727369846,398.107170553498,67.32760477222233,398.107170553498,49.0276417966924,398.107170553498,79.53502040063726,398.107170553498,39.66010227130867
501.1872336272732,47.50095646703766,501.1872336272732,51.73376080337405,501.1872336272732,75.09794952214403,501.1872336272732,32.16479549878522,501.1872336272732,67.32643541904609,501.1872336272732,49.02761071607774,501.1872336272732,79.52472869036187,501.1872336272732,39.66009680536732
630.9573444801945,47.50091462624303,630.9573444801945,51.73370011100114,630.9573444801945,75.08634928909254,630.9573444801945,32.16479297103729,630.9573444801945,67.32458297145423,630.9573444801945,49.02756175072889,630.9573444801945,79.50846715446538,630.9573444801945,39.66008842577817
794.3282347242831,47.50084849403216,794.3282347242831,51.73360411116694,794.3282347242831,75.06802658350536,794.3282347242831,32.16478917772913,794.3282347242831,67.32164868786855,794.3282347242831,49.02748437224264,794.3282347242831,79.48281785229939,794.3282347242831,39.66007535227497
1000.000000000002,47.50074375997717,1000.000000000002,51.73345205853137,1000.000000000002,75.03914246014654,1000.000000000002,32.16478331397201,1000.000000000002,67.317001975294,1000.000000000002,49.02736190761541,1000.000000000002,79.44247268670853,1000.000000000002,39.66005476755293
1258.92541179417,47.5005777258357,1258.92541179417,51.73321106490086,1258.92541179417,74.99374998722851,1258.92541179417,32.1647741165119,1258.92541179417,67.30964692062688,1258.92541179417,49.02716795217501,1258.92541179417,79.37928469317822,1258.92541179417,39.66002221309173
1584.893192461117,47.50031439310561,1584.893192461117,51.73282899503667,1584.893192461117,74.92275840834996,1584.893192461117,32.16475959472839,1584.893192461117,67.2980140741771,1584.893192461117,49.02686067920254,1584.893192461117,79.28097881542902,1584.893192461117,39.65997062690226
1995.262314968884,47.49989669697542,1995.262314968884,51.73222322894097,1995.262314968884,74.81255756530538,1995.262314968884,32.1647366028525,1995.262314968884,67.27963871818498,1995.262314968884,49.02637382175035,1995.262314968884,79.12958553843801,1995.262314968884,39.65988882029844
2511.886431509586,47.49923423802046,2511.886431509586,51.7312628970792,2511.886431509586,74.64342008480398,2511.886431509586,32.16470016296699,2511.886431509586,67.25067119868898,2511.886431509586,49.02560239376648,2511.886431509586,78.89994570357204,2511.886431509586,39.65975907016418
3162.277660168386,47.49818388042393,3162.277660168386,51.72974079493414,3162.277660168386,74.38814351995735,3162.277660168386,32.16464239285151,3162.277660168386,67.20514968758154,3162.277660168386,49.02438010240601,3162.277660168386,78.55916109941509,3162.277660168386,39.65955330761828
3981.071705534981,47.49651905126633,3981.071705534981,51.72732899825603,3981.071705534981,74.01197604953799,3981.071705534981,32.16455080541817,3981.071705534981,67.13396336170857,3981.071705534981,49.02244364848832,3981.071705534981,78.06848403983535,3981.071705534981,39.65922707554624
5011.872336272734,47.4938812138417,5011.872336272734,51.72350884376608,5011.872336272734,73.47542453576278,5011.872336272734,32.16440560974811,5011.872336272734,67.02347576328575,5011.872336272734,49.01937638116949,5011.872336272734,77.38914537589282,5011.872336272734,39.65870994820993
6309.573444801948,47.48970336221654,6309.573444801948,51.71746083387261,6309.573444801948,72.74119626208544,6309.573444801948,32.16417542660341,6309.573444801948,66.85392678780117,6309.573444801948,49.01451957846029,6309.573444801948,76.49187139511257,6309.573444801948,39.65789035452636
7943.282347242834,47.48308984699833,7943.282347242834,51.70789239062042,7943.282347242834,71.78421553232515,7943.282347242834,32.16381048369085,7943.282347242834,66.59807852815445,7943.282347242834,49.00683329299596,7943.282347242834,75.36638647805064,7943.282347242834,39.65659155730931
10000.00000000003,47.47262861352135,10000.00000000003,51.69277044641005,10000.00000000003,70.60015816225297,10000.00000000003,32.16323179497127,10000.00000000003,66.22115335573119,10000.00000000003,48.99467943800244,10000.00000000003,74.02520582552306,10000.00000000003,39.65453366771414
12589.25411794171,47.45610029645793,12589.25411794171,51.66891138098278,12589.25411794171,69.20707063162807,12589.25411794171,32.16231392044526,12589.25411794171,65.68366584319099,12589.25411794171,48.9754869930546,12589.25411794171,72.49905528119211,12589.25411794171,39.65127364909672
15848.93192461118,47.43003357814342,15848.93192461118,51.63136465830181,15848.93192461118,67.6389237157719,15848.93192461118,32.16085741584405,15848.93192461118,64.94839290206484,15848.93192461118,48.94524345168936,15848.93192461118,70.8271111039162,15848.93192461118,39.64611074216825
19952.62314968885,47.38904040207657,19952.62314968885,51.57251646183818,19952.62314968885,65.93546995202445,19952.62314968885,32.15854461159186,19952.62314968885,63.99040375337574,19952.62314968885,48.89774222164371,19952.62314968885,69.04775283678589,19952.62314968885,39.6379378541474
25118.86431509587,47.32485773029909,25118.86431509587,51.48085723212296,25118.86431509587,64.13384152096562,25118.86431509587,32.15486817744502,25118.86431509587,62.80557503106746,25118.86431509587,48.82351634208528,25118.86431509587,67.19317430886031,25118.86431509587,39.62500922918614
31622.77660168388,47.22505012312177,31622.77660168388,51.33945013556335,31622.77660168388,62.26427232783706,31622.77660168388,32.14901470699455,31622.77660168388,61.41216731825346,31622.77660168388,48.70843815927239,31622.77660168388,65.28782552916535,31622.77660168388,39.60458022995203
39810.71705534984,47.0714436823386,39810.71705534984,51.12438838835241,39810.71705534984,60.3493003945882,39810.71705534984,32.13967291431766,39810.71705534984,59.84434467562976,39810.71705534984,48.53212801166662,39810.71705534984,63.34912268486416,39810.71705534984,39.57235633261558
50118.72336272738,46.83865274951043,50118.72336272738,50.80401587122225,50118.72336272738,58.40480071498657,50118.72336272738,32.12471407622792,50118.72336272738,58.14201819095732,50118.72336272738,48.26668090784111,50118.72336272738,61.38897866657537,50118.72336272738,39.52166907826874
63095.73444801952,46.49358697520672,63095.73444801952,50.34031156792769,63095.73444801952,56.44154054985685,63095.73444801952,32.10065644585958,63095.73444801952,56.3424150441128,63095.73444801952,47.87680247756477,63095.73444801952,59.41532845111426,63095.73444801952,39.44229051529985
79432.82347242841,45.99741572961214,79432.82347242841,49.69399791327702,79432.82347242841,54.46656181241011,79432.82347242841,32.06177747775613,79432.82347242841,54.47568776288893,79432.82347242841,47.32291448208402,79432.82347242841,57.43331324097879,79432.82347242841,39.3188438601451
100000.0000000003,45.31139455228764,100000.0000000003,48.83350091334811,100000.0000000003,52.48412591104071,100000.0000000003,31.99871643363676,100000.0000000003,52.56385375909248,100000.0000000003,46.56822215857603,100000.0000000003,55.44604268135241,100000.0000000003,39.12895893661733
125892.5411794172,44.40616811507948,125892.5411794172,47.74462029645034,125892.5411794172,50.49624677907026,125892.5411794172,31.8965715853934,125892.5411794172,50.62146729925133,125892.5411794172,45.58830082454659,125892.5411794172,53.45500198698748,125892.5411794172,38.84183214676542
158489.3192461119,43.27105099454982,158489.3192461119,46.43548498871724,158489.3192461119,48.50326864044433,158489.3192461119,31.73322840962084,158489.3192461119,48.65723259808539,158489.3192461119,44.37897398515269,158489.3192461119,51.46042975283472,158489.3192461119,38.41888595803828
199526.2314968887,41.91870610546536,199526.2314968887,44.93402570633225,199526.2314968887,46.50559613093979,199526.2314968887,31.48011509044612,199526.2314968887,46.67718755011525,199526.2314968887,42.95917053032088,199526.2314968887,49.46245030119081,199526.2314968887,37.81938626639686
251188.6431509589,40.38304961705548,251188.6431509589,43.28048836919059,251188.6431509589,44.50667088580181,251188.6431509589,31.10672316354854,251188.6431509589,44.68921663860883,251188.6431509589,41.36855653546776,251188.6431509589,47.46322535241937,251188.6431509589,37.01191793525751
316227.7660168391,38.70715882679859,316227.7660168391,41.51643290256352,316227.7660168391,42.51056558841697,316227.7660168391,30.57979792450245,316227.7660168391,42.70053339525887,316227.7660168391,39.6532375408184,316227.7660168391,45.46583039080446,316227.7660168391,35.98178533541531
398107.1705534988,36.9244778173254,398107.1705534988,39.67218236896618,398107.1705534988,40.51265350551841,398107.1705534988,29.85428423569388,398107.1705534988,40.70661939978945,398107.1705534988,37.84127946270131,398107.1705534988,43.46757617576314,398107.1705534988,34.72650652439831
501187.2336272742,35.06832794799391,501187.2336272742,37.77395169055361,501187.2336272742,38.51494463498901,501187.2336272742,28.90629089192245,501187.2336272742,38.71094623189117,501187.2336272742,35.9641355740921,501187.2336272742,41.46915934450726,501187.2336272742,33.27225570757616
630957.3444801958,33.16358555920372,630957.3444801958,35.84102893224041,630957.3444801958,36.51819883158508,630957.3444801958,27.73163781307419,630957.3444801958,36.71459420205787,630957.3444801958,34.04397091844497,630957.3444801958,39.47172564818207,630957.3444801958,31.65662281047607
794328.2347242847,31.22862972599233,794328.2347242847,33.88663511831319,794328.2347242847,34.52393057667806,794328.2347242847,26.348864499377,794328.2347242847,34.71951187467155,794328.2347242847,32.09718653271104,794328.2347242847,37.47595865268968,794328.2347242847,29.92052066998898
1000000.000000004,29.27473821996661,1000000.000000004,31.91902640983758,1000000.000000004,32.53176026501582,1000000.000000004,24.7898836760124,1000000.000000004,32.72477695518129,1000000.000000004,30.13191334613981,1000000.000000004,35.48178285477028,1000000.000000004,28.09801089471314
1258925.411794172,27.31151343558373,1258925.411794172,29.94495201267628,1258925.411794172,30.54354430487517,1258925.411794172,23.0956645206426,1258925.411794172,30.73191158807292,1258925.411794172,28.15589248505058,1258925.411794172,33.4904644930043,1258925.411794172,26.21808966031675
1584893.19246112,25.34734271032065,1584893.19246112,27.97042769811856,1584893.19246112,28.56251320723174,1584893.19246112,21.30618760237918,1584893.19246112,28.7436376178027,1584893.19246112,26.17583339320991,1584893.19246112,31.50442881107623,1584893.19246112,24.30357507536567
1995262.314968888,23.38740788564535,1995262.314968888,25.99892996994901,1995262.314968888,26.59035381353181,1995262.314968888,19.45176304067597,1995262.314968888,26.76038487079111,1995262.314968888,24.1937907988542,1995262.314968888,29.52475258192894,1995262.314968888,22.36904495809368
2511886.431509591,21.43848847046506,2511886.431509591,24.03511482512695,2511886.431509591,24.63140827785434,2511886.431509591,17.55853769092432,2511886.431509591,24.78551948941865,2511886.431509591,22.21430757308471,2511886.431509591,27.55445856354382,2511886.431509591,20.42751578764665
3162277.660168393,19.50725817410335,3162277.660168393,22.08400595706194,3162277.660168393,22.69051113873831,3162277.660168393,15.64666274539139,3162277.660168393,22.82294138060242,3162277.660168393,20.24170285648182,3162277.660168393,25.59741407715381,3162277.660168393,18.48960811324351
3981071.70553499,17.59992668033389,3981071.70553499,20.15062494039827,3981071.70553499,20.77237815807344,3981071.70553499,13.7322380831344,3981071.70553499,20.87705729571757,3981071.70553499,18.28068547521569,3981071.70553499,23.6577522635746,3981071.70553499,16.56455618290472
5011872.336272745,15.72381565764803,5011872.336272745,18.2425233535862,5011872.336272745,18.88297469807636,5011872.336272745,11.8309569977641,5011872.336272745,18.95460067052727,5011872.336272745,16.33858548349032,5011872.336272745,21.74228781172614,5011872.336272745,14.66284118475602
6309573.444801961,13.88850227849753,6309573.444801961,16.37114814999615,6309573.444801961,17.03050935078503,6309573.444801961,9.95982881041626,6309573.444801961,17.06537115691935,6309573.444801961,14.42592857376058,6309573.444801961,19.86176319652383,6309573.444801961,12.7974697690632
7943282.347242852,12.10855361335424,7943282.347242852,14.55392514319291,7943282.347242852,15.22813321705982,7943282.347242852,8.138940140533538,7943282.347242852,15.22387806504586,7943282.347242852,12.5574061610622,7943282.347242852,18.03296270728308,7943282.347242852,10.98587781707182
10000000.00000005,10.40626036874396,10000000.00000005,12.81512031258571,10000000.00000005,13.49701392278184,10000000.00000005,6.393146929315344,10000000.00000005,13.45139467836688,10000000.00000005,10.75349272562093,10000000.00000005,16.2797844302875,10000000.00000005,9.251656666681033
12589254.11794173,8.812394442865891,12589254.11794173,11.18555341331311,12589254.11794173,11.86813958345384,12589254.11794173,4.752212275235654,12589254.11794173,11.77727401010262,12589254.11794173,9.041618737010687,12589254.11794173,14.63367992479651,12589254.11794173,7.624691488505624
15848931.92461121,7.360607394092826,15848931.92461121,9.696811516042235,15848931.92461121,10.37858740691737,15848931.92461121,3.245168973712585,15848931.92461121,10.23541729670089,15848931.92461121,7.452919543505317,15848931.92461121,13.12907845199832,15848931.92461121,6.135443427887512
19952623.14968889,6.078191106360867,19952623.14968889,8.372338951504283,19952623.14968889,9.064328800824644,19952623.14968889,1.891858234486995,19952623.14968889,8.857926578780525,19952623.14968889,6.016617027017228,19952623.14968889,11.79575443435071,19952623.14968889,4.806149883870392
25118864.31509592,4.972018108519751,25118864.31509592,7.213644360058012,25118864.31509592,7.946638189954892,25118864.31509592,0.6893129809448297,25118864.31509592,7.661863030818331,25118864.31509592,4.746711837981107,25118864.31509592,10.64529945972006,25118864.31509592,3.637161762111206
31622776.60168395,4.018400932810583,31622776.60168395,6.190288824854038,31622776.60168395,7.018852883111363,31622776.60168395,-0.3971785972869734,31622776.60168395,6.635713660612035,31622776.60168395,3.627159813988634,31622776.60168395,9.659410214232269,31622776.60168395,2.597739240922828
39810717.05534992,3.15896306624559,39810717.05534992,5.235883946695382,39810717.05534992,6.234617745933382,39810717.05534992,-1.435896604468569,39810717.05534992,5.72640954528564,39810717.05534992,2.595733908554517,39810717.05534992,8.781589704848605,39810717.05534992,1.623668023992036
50118723.36272748,2.304710301184174,50118723.36272748,4.253019129428645,50118723.36272748,5.500108416724093,50118723.36272748,-2.520801751470803,50118723.36272748,4.829451242434536,50118723.36272748,1.530240745759514,50118723.36272748,7.915674033237074,50118723.36272748,0.6239556013965535
63095734.44801965,1.346554059077836,63095734.44801965,3.125030537664503,63095734.44801965,4.669443734280955,63095734.44801965,-3.757338255646397,63095734.44801965,3.781316054871744,63095734.44801965,0.2398606271399116,63095734.44801965,6.929689518926345,63095734.44801965,-0.5064691820408084
79432823.47242856,0.1698614669156469,79432823.47242856,1.731394453139719,79432823.47242856,3.546744695376792,79432823.47242856,-5.247621976432408,79432823.47242856,2.361188097572001,79432823.47242856,-1.521927028917069,79432823.47242856,5.664265033709889,79432823.47242856,-1.872712048982237
100000000.0000005,-1.331676966974936,100000000.0000005,-0.03727737379534422,100000000.0000005,1.90727388001273,100000000.0000005,-7.079472829948772,100000000.0000005,0.3273134256223386,100000000.0000005,-3.989898752226316,100000000.0000005,3.947509342463444,100000000.0000005,-3.568706359114775
125892541.1794174,-3.250167637622802,125892541.1794174,-2.269705411726877,125892541.1794174,-0.453095068555715,125892541.1794174,-9.321653362116573,125892541.1794174,-2.501987009217961,125892541.1794174,-7.281805513712385,125892541.1794174,1.616870310532738,125892541.1794174,-5.672432286359625
158489319.2461122,-5.665724342888508,158489319.2461122,-5.03237794835499,158489319.2461122,-3.664993889344223,158489319.2461122,-12.02652209223761,158489319.2461122,-6.180703518290272,158489319.2461122,-11.36993037129317,158489319.2461122,-1.461926804796374,158489319.2461122,-8.248250171296025
199526231.4968891,-8.647801588973616,199526231.4968891,-8.373210837305255,199526231.4968891,-7.761473698867018,199526231.4968891,-15.24012053174981,199526231.4968891,-10.67127927745115,199526231.4968891,-16.16743429970314,199526231.4968891,-5.382254782773352,199526231.4968891,-11.35317856110779
251188643.1509594,-12.25796717122181,251188643.1509594,-12.33146622487508,251188643.1509594,-12.7434440946738,251188643.1509594,-19.0190611714397,251188643.1509594,-15.93450215497407,251188643.1509594,-21.61755041653866,251188643.1509594,-10.20605446480942,251188643.1509594,-15.04786359526292
316227766.0168397,-16.56291715718991,316227766.0168397,-16.95485970836964,316227766.0168397,-18.6235713193503,316227766.0168397,-23.44723825636434,316227766.0168397,-21.97759273474256,316227766.0168397,-27.72762882253069,316227766.0168397,-15.99554289321558,316227766.0168397,-19.41031314997402
398107170.5534995,-21.65141718778613,398107170.5534995,-22.30377824133313,398107170.5534995,-25.44749363906433,398107170.5534995,-28.63792539727781,398107170.5534995,-28.84979925158446,398107170.5534995,-34.55632947342034,398107170.5534995,-22.83787392335044,398107170.5534995,-24.54485883613538
500000000,-27.57871812688266,500000000,-28.3911399757209,500000000,-33.20964800524511,500000000,-34.64579771532976,500000000,-36.54616841988222,500000000,-42.11368413247673,500000000,-30.71622017336532,500000000,-30.50841024787358
