"Loop Gain Phase (IL=0.2,Temp=125,harmonic=0) X","Loop Gain Phase (IL=0.2,Temp=125,harmonic=0) Y","Loop Gain Phase (IL=0.2,Temp=-180,harmonic=0) X","Loop Gain Phase (IL=0.2,Temp=-180,harmonic=0) Y","Loop Gain Phase (IL=0.0002,Temp=-180,harmonic=0) X","Loop Gain Phase (IL=0.0002,Temp=-180,harmonic=0) Y","Loop Gain Phase (IL=0.2,Temp=-55,harmonic=0) X","Loop Gain Phase (IL=0.2,Temp=-55,harmonic=0) Y","Loop Gain Phase (IL=0.0002,Temp=27,harmonic=0) X","Loop Gain Phase (IL=0.0002,Temp=27,harmonic=0) Y","Loop Gain Phase (IL=0.0002,Temp=-55,harmonic=0) X","Loop Gain Phase (IL=0.0002,Temp=-55,harmonic=0) Y","Loop Gain Phase (IL=0.2,Temp=27,harmonic=0) X","Loop Gain Phase (IL=0.2,Temp=27,harmonic=0) Y","Loop Gain Phase (IL=0.0002,Temp=125,harmonic=0) X","Loop Gain Phase (IL=0.0002,Temp=125,harmonic=0) Y"
1,179.9998822567884,1,179.9994428049038,1,179.9908162766341,1,179.999537633006,1,179.9969130034509,1,179.9922527272763,1,179.9997931851644,1,179.9994997626257
1.258925411794167,179.9998517700816,1.258925411794167,179.9992985329369,1.258925411794167,179.9884383773407,1.258925411794167,179.9994179144444,1.258925411794167,179.9961137016032,1.258925411794167,179.9902467615333,1.258925411794167,179.9997396355506,1.258925411794167,179.9993702384604
1.584893192461114,179.9998133895919,1.584893192461114,179.9991169052943,1.584893192461114,179.9854447795533,1.584893192461114,179.9992671977078,1.584893192461114,179.9951074402003,1.584893192461114,179.9877214003215,1.584893192461114,179.9996722205831,1.584893192461114,179.9992071771999
1.99526231496888,179.999765071429,1.99526231496888,179.998888249645,1.99526231496888,179.9816760633461,1.99526231496888,179.9990774565834,1.99526231496888,179.993840632159,1.99526231496888,179.9845421589927,1.99526231496888,179.9995873501736,1.99526231496888,179.999001895241
2.511886431509581,179.9997042424743,2.511886431509581,179.9986003892486,2.511886431509581,179.9769315309838,2.511886431509581,179.9988385866711,2.511886431509581,179.9922458153436,2.511886431509581,179.9805397314415,2.511886431509581,179.999480504669,2.511886431509581,179.9987434605771
3.16227766016838,179.9996276633768,3.16227766016838,179.9982379945025,3.16227766016838,179.9709585191076,3.16227766016838,179.9985378672902,3.16227766016838,179.9902380599662,3.16227766016838,179.9755009739852,3.16227766016838,179.9993459941702,3.16227766016838,179.9984181106336
3.981071705534974,179.9995312560469,3.981071705534974,179.9977817665914,3.981071705534974,179.9634389436251,3.981071705534974,179.9981592840629,3.981071705534974,179.9877104457793,3.981071705534974,179.969157554769,3.981071705534974,179.9991766555271,3.981071705534974,179.9980085193654
5.011872336272725,179.9994098865026,5.011872336272725,179.997207409768,5.011872336272725,179.9539723608697,5.011872336272725,179.997682676104,5.011872336272725,179.9845283682044,5.011872336272725,179.9611716642992,5.011872336272725,179.998963470893,5.011872336272725,179.9974928745966
6.309573444801935,179.9992570914642,6.309573444801935,179.9964843375418,6.309573444801935,179.9420546430881,6.309573444801935,179.9970826624048,6.309573444801935,179.9805223701928,6.309573444801935,179.9511180262,6.309573444801935,179.99869508751,6.309573444801935,179.9968437164673
7.943282347242818,179.9990647342543,7.943282347242818,179.9955740438892,7.943282347242818,179.9270511329226,7.943282347242818,179.9963272902544,7.943282347242818,179.9754791181128,7.943282347242818,179.9384612504073,7.943282347242818,179.9983572131903,7.943282347242818,179.9960264751479
10.00000000000001,179.9988225715423,10.00000000000001,179.9944280527696,10.00000000000001,179.9081628478527,10.00000000000001,179.995376333741,10.00000000000001,179.9691300411447,10.00000000000001,179.9225273230825,10.00000000000001,179.9979318553034,10.00000000000001,179.994997629972
12.58925411794168,179.9985177081064,12.58925411794168,179.9929853368035,12.58925411794168,179.8843839360397,12.58925411794168,179.9941791517789,12.58925411794168,179.9611370292622,12.58925411794168,179.9024677157285,12.58925411794168,179.9973963628,12.58925411794168,179.9937023920056
15.84893192461115,179.9981339104232,15.84893192461115,179.9911690677444,15.84893192461115,179.8544481199889,15.84893192461115,179.9926719916799,15.84893192461115,179.9510744283657,15.84893192461115,179.8772142034956,15.84893192461115,179.9967222203608,15.84893192461115,179.9920717867359
19.95262314968881,179.9976507431261,19.95262314968881,179.9888825258823,19.95262314968881,179.8167612807433,19.95262314968881,179.9907745948692,19.95262314968881,179.9384063740923,19.95262314968881,179.8454219894284,19.95262314968881,179.9958735306226,19.95262314968881,179.9900189817128
25.11886431509582,179.9970424818822,25.11886431509582,179.9860039508942,25.11886431509582,179.7693166010078,25.11886431509582,179.988385924331,25.11886431509582,179.9224582578798,25.11886431509582,179.8053981111872,25.11886431509582,179.9948051040121,25.11886431509582,179.9874346639242
31.62277660168382,179.9962767468415,31.62277660168382,179.9823800605752,31.62277660168382,179.7095877662682,31.62277660168382,179.9853787868893,31.62277660168382,179.9023808070631,31.62277660168382,179.7550113285951,31.62277660168382,179.9934600550915,31.62277660168382,179.9841812213805
39.81071705534977,179.995312783096,39.81071705534977,179.9778178934043,39.81071705534977,179.6343945713326,39.81071705534977,179.9815930650356,39.81071705534977,179.8771048685656,39.81071705534977,179.6915787145771,39.81071705534977,179.9917667785025,39.81071705534977,179.9800854201524
50.11872336272729,179.9940992999782,50.11872336272729,179.9720745422229,50.11872336272729,179.5397338449997,50.11872336272729,179.9768271995344,50.11872336272729,179.845284492298,50.11872336272729,179.6117229523332,50.11872336272729,179.9896351451077,50.11872336272729,179.9749291885768
63.0957344480194,179.992571754987,63.0957344480194,179.9648442343179,63.0957344480194,179.4205668262656,63.0957344480194,179.970827471194,63.0957344480194,179.8052252905941,63.0957344480194,179.5111928224875,63.0957344480194,179.9869517177381,63.0957344480194,179.9684380198552
79.43282347242825,179.9906489388231,79.43282347242825,179.9557420706953,79.43282347242825,179.2705519392674,79.43282347242825,179.963274511806,79.43282347242825,179.7547942692875,79.43282347242825,179.3846374828364,79.43282347242825,179.9835737325093,79.43282347242825,179.9602663762757
100.0000000000001,179.988228675086,100.0000000000001,179.944283554059,100.0000000000001,179.0817092704779,100.0000000000001,179.9537663213626,100.0000000000001,179.6913063443549,100.0000000000001,179.2253228384058,100.0000000000001,179.9793215206455,100.0000000000001,179.9499793132486
125.8925411794169,179.9851823896761,125.8925411794169,179.9298587987932,125.8925411794169,178.8439999348304,125.8925411794169,179.9417968706942,125.8925411794169,179.6113815246479,125.8925411794169,179.02477552461,125.8925411794169,179.9739689508318,125.8925411794169,179.9370293282309
158.4893192461116,179.9813482300999,158.4893192461116,179.9117000197978,158.4893192461116,178.5448000384048,158.4893192461116,179.9267291204642,158.4893192461116,179.5107652059448,158.4893192461116,178.7723367885836,158.4893192461116,179.9672313534823,158.4893192461116,179.9207271720716
199.5262314968883,179.9765223480009,199.5262314968883,179.8888405474592,199.5262314968883,178.1682454558778,199.5262314968883,179.90776099799,199.5262314968883,179.3841021455154,199.5262314968883,178.4546050649606,199.5262314968883,179.9587502620869,199.5262314968883,179.9002050472393
251.1886431509584,179.9704479095353,251.1886431509584,179.8600632183748,251.1886431509584,177.6944210226787,251.1886431509584,179.8838825510325,251.1886431509584,179.2246524331488,251.1886431509584,178.0547426477641,251.1886431509584,179.9480741893813,251.1886431509584,179.8743702652503
316.2277660168385,179.9628013395089,316.2277660168385,179.8238354881244,316.2277660168385,177.098367842998,316.2277660168385,179.85382208857,316.2277660168385,179.0239350667359,316.2277660168385,177.5516197589402,316.2277660168385,179.9346345048943,316.2277660168385,179.8418469897257
398.107170553498,179.9531751327623,398.107170553498,179.7782278845462,398.107170553498,176.3488891355973,398.107170553498,179.815978509913,398.107170553498,178.7712815012066,398.107170553498,176.9187705490004,398.107170553498,179.9177151960335,398.107170553498,179.8009030360155
501.1872336272732,179.941056279477,501.1872336272732,179.7208114330203,501.1872336272732,175.4071563367796,501.1872336272732,179.768336185957,501.1872336272732,178.4532779175314,501.1872336272732,176.1231450378648,501.1872336272732,179.8964148643317,501.1872336272732,179.7493578020246
630.9573444801945,179.9257990600999,630.9573444801945,179.6485285224041,630.9573444801945,174.2251687097196,630.9573444801945,179.7083577781652,630.9573444801945,178.0530715207141,630.9573444801945,175.1236683698868,630.9573444801945,179.8695988383292,630.9573444801945,179.6844663526588
794.3282347242831,179.9065907090983,794.3282347242831,179.5575303422537,794.3282347242831,172.7442300448216,794.3282347242831,179.6328492697489,794.3282347242831,177.5495140586692,794.3282347242831,173.8696823766381,794.3282347242831,179.835838803406,794.3282347242831,179.6027734746023
1000.000000000002,179.8824081297298,1000.000000000002,179.4429723752615,1000.000000000002,170.8938243133318,1000.000000000002,179.537790112292,1000.000000000002,176.9161172133754,1000.000000000002,172.2994775454242,1000.000000000002,179.7933367519856,1000.000000000002,179.4999300232955
1258.92541179417,179.8519633870909,1258.92541179417,179.2987573545722,1258.92541179417,168.5916718413461,1258.92541179417,179.4181196456953,1258.92541179417,176.1198043398879,1258.92541179417,170.3393816064236,1258.92541179417,179.7398292536123,1258.92541179417,179.3704619823823
1584.893192461117,179.8136351001292,1584.893192461117,179.1172125450654,1584.893192461117,165.746408107866,1584.893192461117,179.2674687684693,1584.893192461117,175.1194707235244,1584.893192461117,167.9043324299373,1584.893192461117,179.6724670019874,1584.893192461117,179.2074803060612
1995.262314968884,179.7653820874671,1995.262314968884,178.888685155356,1995.262314968884,162.265235441526,1995.262314968884,179.0778231558278,1995.262314968884,173.864428208969,1995.262314968884,164.901596619124,1995.262314968884,179.5876632822437,1995.262314968884,179.0023168079921
2511.886431509586,179.7046346643204,2511.886431509586,178.6010361948696,2511.886431509586,158.0696706329202,2511.886431509586,178.8391011188922,2511.886431509586,172.2929428162689,2511.886431509586,161.2402285012322,2511.886431509586,179.4809033611167,2511.886431509586,178.7440681123567
3162.277660168386,179.6281577907031,3162.277660168386,178.2390095133481,3162.277660168386,153.1218801092004,3162.277660168386,178.5386256587154,3162.277660168386,170.331331822034,3162.277660168386,156.8494410972677,3162.277660168386,179.346504788578,3162.277660168386,178.4190261379093
3981.071705534981,179.531878774714,3981.071705534981,177.7834499567201,3981.071705534981,147.4596316999518,3981.071705534981,178.160466887574,3981.071705534981,167.8945494528934,3981.071705534981,151.7076977765912,3981.071705534981,179.1773161784463,3981.071705534981,178.0099702449778
5011.872336272734,179.4106703546187,5011.872336272734,177.2103441752984,5011.872336272734,141.2278615455013,5011.872336272734,177.6846285919526,5011.872336272734,164.8899272074596,5011.872336272734,145.8784485288983,5011.872336272734,178.9643391520081,5011.872336272734,177.4952942268348
6309.573444801948,179.2580776080884,6309.573444801948,176.4896630068115,6309.573444801948,134.6840890304559,6309.573444801948,177.086053031495,6309.573444801948,161.2266717848552,6309.573444801948,139.5373055960977,6309.573444801948,178.6962547517136,6309.573444801948,176.8479432623371
7943.282347242834,179.0659741380989,7943.282347242834,175.5840026552745,7943.282347242834,128.1584655205966,7943.282347242834,176.333425152198,7943.282347242834,156.8342967802204,7943.282347242834,132.9667027749963,7943.282347242834,178.3588319194523,7943.282347242834,176.0341468752985
10000.00000000003,178.824129217099,10000.00000000003,174.4470671985783,10000.00000000003,121.976965637448,10000.00000000003,175.3877795791979,10000.00000000003,151.6917796518136,10000.00000000003,126.5039478136087,10000.00000000003,177.9341921094571,10000.00000000003,175.0119640867859
12589.25411794171,178.5196628626412,12589.25411794171,173.0221332698431,12589.25411794171,116.3868648311124,12589.25411794171,174.2009669186392,12589.25411794171,145.8633115133154,12589.25411794171,120.4605475215776,12589.25411794171,177.3999019622277,12589.25411794171,173.7297256996932
15848.93192461118,178.1363600075645,15848.93192461118,171.2408343276284,15848.93192461118,111.5215978300079,15848.93192461118,172.7141490975331,15848.93192461118,139.5253537535668,15848.93192461118,115.0554515363039,15848.93192461118,176.7278677723358,15848.93192461118,172.1246010720582
19952.62314968885,177.6538080095301,19952.62314968885,169.0229663062858,19952.62314968885,107.4099398843147,19952.62314968885,170.8567162501123,19952.62314968885,132.9610263505507,19952.62314968885,110.3924827906223,19952.62314968885,175.8830165825817,19952.62314968885,170.1217902721333
25118.86431509587,177.0463143482785,25118.86431509587,166.2786301259797,25118.86431509587,104.0088103384692,25118.86431509587,168.546423927658,25118.86431509587,126.5078603516902,25118.86431509587,106.4781483784751,25118.86431509587,174.8217799657675,25118.86431509587,167.6353263462065
31622.77660168388,176.2815561952842,31622.77660168388,162.9149029848888,31622.77660168388,101.2376559107494,31622.77660168388,165.6922156442654,31622.77660168388,120.4769833388788,31622.77660168388,103.2565657353365,31622.77660168388,173.4904689878626,31622.77660168388,164.5722270003764
39810.71705534984,175.3189197540855,39810.71705534984,158.8500711819259,39810.71705534984,99.00360207074338,39810.71705534984,162.2020995164029,39810.71705534984,115.0863962629245,39810.71705534984,100.6419126291887,39810.71705534984,171.8237822316037,39810.71705534984,160.8426518968542
50118.72336272738,174.107532404711,50118.72336272738,154.038169499245,50118.72336272738,97.2160765912507,50118.72336272738,157.999178705891,50118.72336272738,110.4383943384809,50118.72336272738,98.54056986438874,50118.72336272738,169.7439934137221,50118.72336272738,156.3791525633477
63095.73444801952,172.5841506516678,63095.73444801952,148.5028809917183,63095.73444801952,95.79357584634579,63095.73444801952,153.0481864346605,63095.73444801952,106.5371323356759,63095.73444801952,96.86320897409368,63095.73444801952,167.1619331075906,63095.73444801952,151.1663472092545
79432.82347242841,170.671526742984,79432.82347242841,142.3706827133245,79432.82347242841,94.6657232337233,79432.82347242841,147.3902561508693,79432.82347242841,103.3231940140806,79432.82347242841,95.52995970980749,79432.82347242841,163.9818429548305,79432.82347242841,145.2759590599464
100000.0000000003,168.2789942053401,100000.0000000003,135.8819628202989,100000.0000000003,93.77321308581426,100000.0000000003,141.1737854203993,100000.0000000003,100.7063077130236,100000.0000000003,94.47208553660887,100000.0000000003,160.1135503138114,100000.0000000003,138.8913716696719
125892.5411794172,165.3091138392857,125892.5411794172,129.3596192317861,125892.5411794172,93.06790718805244,125892.5411794172,134.6596787917674,125892.5411794172,98.5901065891335,125892.5411794172,93.63348172226671,125892.5411794172,155.4965221632216,125892.5411794172,132.2999782081143
158489.3192461119,161.675965578772,158489.3192461119,123.1394492341386,158489.3192461119,92.51507919775665,158489.3192461119,128.1845722937423,158489.3192461119,96.89127237215358,158489.3192461119,92.97483311276424,158489.3192461119,150.138332178562,158489.3192461119,125.8454590456611
199526.2314968887,157.3342132825192,199526.2314968887,117.4966910764716,199526.2314968887,92.09669820820038,199526.2314968887,122.0899878810908,199526.2314968887,95.5524154042056,199526.2314968887,92.47821604888135,199526.2314968887,144.1573131525279,199526.2314968887,119.8575783045955
251188.6431509589,152.2908293146963,251188.6431509589,112.5969418558996,251188.6431509589,91.80365555050965,251188.6431509589,116.6387474912757,251188.6431509589,94.52867137983088,251188.6431509589,92.13404966003351,251188.6431509589,137.7890413767522,251188.6431509589,114.5706425727742
316227.7660168391,146.5781126920941,316227.7660168391,108.4744064016861,316227.7660168391,91.60832754214903,316227.7660168391,111.9439399727446,316227.7660168391,93.7410138780217,316227.7660168391,91.90244065307326,316227.7660168391,131.3217817006323,316227.7660168391,110.0409910416269
398107.1705534988,140.3365295960261,398107.1705534988,105.0841967742681,398107.1705534988,91.48385541683712,398107.1705534988,108.0156441519574,398107.1705534988,93.12545671461224,398107.1705534988,91.75126213525157,398107.1705534988,125.0750308136936,398107.1705534988,106.2313121261791
501187.2336272742,133.9161170495567,501187.2336272742,102.3836909316184,501187.2336272742,91.45197896610894,501187.2336272742,104.8577646263173,501187.2336272742,92.70267553603412,501187.2336272742,91.71460682802534,501187.2336272742,119.3909114066229,501187.2336272742,103.1518250583055
630957.3444801958,127.6026761606102,630957.3444801958,100.2644188793108,630957.3444801958,91.48574549688524,630957.3444801958,102.3618146375595,630957.3444801958,92.40206390269206,630957.3444801958,91.75151443758784,630957.3444801958,114.4139565118911,630957.3444801958,100.655744196246
794328.2347242847,121.7541447615999,794328.2347242847,98.66068199512769,794328.2347242847,91.60207274990063,794328.2347242847,100.4703308762988,794328.2347242847,92.23654895066046,794328.2347242847,91.88638797290996,794328.2347242847,110.2498919143085,794328.2347242847,98.69116704130509
1000000.000000004,116.5952391774028,1000000.000000004,97.49728278914411,1000000.000000004,91.80055456120158,1000000.000000004,99.10257352363229,1000000.000000004,92.189236086645,1000000.000000004,92.11832866576349,1000000.000000004,106.8858944045977,1000000.000000004,97.16623925240353
1258925.411794172,112.2499685996501,1258925.411794172,96.71900434804046,1258925.411794172,92.09010804281618,1258925.411794172,98.19773960370762,1258925.411794172,92.25756493656901,1258925.411794172,92.45725741675031,1258925.411794172,104.269923708456,1258925.411794172,96.01320282120835
1584893.19246112,108.7364278994305,1584893.19246112,96.28101949702763,1584893.19246112,92.47879817710275,1584893.19246112,97.70256697153263,1584893.19246112,92.43509503944473,1584893.19246112,92.90897618635057,1584893.19246112,102.3235828878461,1584893.19246112,95.16653313361765
1995262.314968888,106.0280742191,1995262.314968888,96.15507347254588,1995262.314968888,92.98081457783223,1995262.314968888,97.58570860617851,1995262.314968888,92.73193581311584,1995262.314968888,93.48997899059478,1995262.314968888,100.9805770112723,1995262.314968888,94.59069292596779
2511886.431509591,104.0649381589627,2511886.431509591,96.32348959229434,2511886.431509591,93.61196910783605,2511886.431509591,97.82220306721445,2511886.431509591,93.15576331801235,2511886.431509591,94.2122703156402,2511886.431509591,100.1798443536325,2511886.431509591,94.25470191247805
3162277.660168393,102.7726239045306,3162277.660168393,96.77274735031899,3162277.660168393,94.38462056068528,3162277.660168393,98.38703940604059,3162277.660168393,93.70771582477714,3162277.660168393,95.07853756597467,3162277.660168393,99.86543591645597,3162277.660168393,94.12723399845501
3981071.70553499,102.0972991437203,3981071.70553499,97.50569318702007,3981071.70553499,95.32106830280051,3981071.70553499,99.26993806104504,3981071.70553499,94.40119524330662,3981071.70553499,96.09851199156388,3981071.70553499,100.0054532022568,3981071.70553499,94.19846612092404
5011872.336272745,101.9882104110181,5011872.336272745,98.53258720588749,5011872.336272745,96.44577361081312,5011872.336272745,100.4646335872667,5011872.336272745,95.24460428861528,5011872.336272745,97.27929553883835,5011872.336272745,100.5747098444126,5011872.336272745,94.45461810326005
6309573.444801961,102.4029354968865,6309573.444801961,99.87066182211437,6309573.444801961,97.78617464070219,6309573.444801961,101.9776532659051,6309573.444801961,96.24723660677459,6309573.444801961,98.63579267859082,6309573.444801961,101.5580394102478,6309573.444801961,94.88164810870202
7943282.347242852,103.2862689406812,7943282.347242852,101.5219550590841,7943282.347242852,99.35231926575277,7943282.347242852,103.8142230656889,7943282.347242852,97.40283736963761,7943282.347242852,100.1790066308102,7943282.347242852,102.9305237690484,7943282.347242852,95.44537546602717
10000000.00000005,104.5585808114212,10000000.00000005,103.4543627068229,10000000.00000005,101.1200768061912,10000000.00000005,105.9610081329021,10000000.00000005,98.67935289674907,10000000.00000005,101.9021636186849,10000000.00000005,104.6426052282543,10000000.00000005,96.08431027637808
12589254.11794173,106.0720228850793,12589254.11794173,105.5584646046171,12589254.11794173,102.9895157769829,12589254.11794173,108.3357823198543,12589254.11794173,99.97633126073117,12589254.11794173,103.7326841310023,12589254.11794173,106.5746834574239,12589254.11794173,96.66948206420037
15848931.92461121,107.5685672056235,15848931.92461121,107.6031955930759,15848931.92461121,104.7376150272674,15848931.92461121,110.7358353568811,15848931.92461121,101.0759064371465,15848931.92461121,105.4768647379416,15848931.92461121,108.4923920982679,15848931.92461121,96.95834838255935
19952623.14968889,108.6567292818803,19952623.14968889,109.2116814932817,19952623.14968889,105.9839745497523,19952623.14968889,112.8078907637665,19952623.14968889,101.5979623293484,19952623.14968889,106.7735083900679,19952623.14968889,110.0219098340745,19952623.14968889,96.54830343426707
25118864.31509592,108.8340484602078,25118864.31509592,109.8775003116106,25118864.31509592,106.1869700597867,25118864.31509592,114.0627218500649,25118864.31509592,100.9805195415729,25118864.31509592,107.0765819288503,25118864.31509592,110.6703583728931,25118864.31509592,94.85088184288503
31622776.60168395,107.557208163565,31622776.60168395,109.030396023374,31622776.60168395,104.6856948118323,31622776.60168395,113.9372855691872,31622776.60168395,98.49721297694867,31622776.60168395,105.6777865161049,31622776.60168395,109.8935490865946,31622776.60168395,91.10148584653277
39810717.05534992,104.353850745202,39810717.05534992,106.1435634724631,39810717.05534992,100.7881556508442,39810717.05534992,111.8969326028976,39810717.05534992,93.3276841106523,39810717.05534992,101.7779835510072,39810717.05534992,107.2034976057841,39810717.05534992,84.43227264710119
50118723.36272748,98.91682127901761,50118723.36272748,100.8350706563225,50118723.36272748,93.86745677645156,50118723.36272748,107.5311379389318,50118723.36272748,84.65442731870576,50118723.36272748,94.57886520804499,50118723.36272748,102.2608281804962,50118723.36272748,73.99453367138645
63095734.44801965,91.15496186286352,63095734.44801965,92.94270816644234,63095734.44801965,83.4565218642839,63095734.44801965,100.626241266728,63095734.44801965,71.80761042976333,63095734.44801965,83.40459349461133,63095734.44801965,94.92979164356952,63095734.44801965,59.16896461275086
79432823.47242856,81.18912445188087,79432823.47242856,82.5548085598672,79432823.47242856,69.33866849082825,79432823.47242856,91.19643250907671,79432823.47242856,54.50721271090459,79432823.47242856,67.87667978244939,79432823.47242856,85.28456838997855,79432823.47242856,39.90320209822421
100000000.0000005,69.30486306767688,100000000.0000005,69.9879959051412,100000000.0000005,51.62451689936552,100000000.0000005,79.45638066759766,100000000.0000005,33.16453364287592,100000000.0000005,48.12634600093454,100000000.0000005,73.5711003634506,100000000.0000005,17.01304073239984
125892541.1794174,55.88125621494027,125892541.1794174,55.72172497714327,125892541.1794174,30.77526089267003,125892541.1794174,65.75529013017601,125892541.1794174,8.922952266950793,125892541.1794174,24.89978006549767,125892541.1794174,60.14292636858075,125892541.1794174,-8.038584091419409
158489319.2461122,41.31965683090976,158489319.2461122,40.32666404861815,158489319.2461122,7.518091442602142,158489319.2461122,50.53665075269193,158489319.2461122,-16.81304325139782,158489319.2461122,-0.6216883807221919,158489319.2461122,45.40675499454807,158489319.2461122,-33.94462615811175
199526231.4968891,25.99649041720491,199526231.4968891,24.41195733554773,199526231.4968891,-17.19351672902295,199526231.4968891,34.33051387233435,199526231.4968891,-43.08370128954301,199526231.4968891,-27.26366737654836,199526231.4968891,29.79330244583014,199526231.4968891,-60.04795173358782
251188643.1509594,10.27618523064095,251188643.1509594,8.587048705861433,251188643.1509594,-42.5055014107492,251188643.1509594,17.72682370117344,251188643.1509594,-69.38432385523011,251188643.1509594,-54.19382054193512,251188643.1509594,13.7578689876699,251188643.1509594,-86.17607784459686
316227766.0168397,-5.369989335331646,316227766.0168397,-6.487759535425639,316227766.0168397,-67.51949963563293,316227766.0168397,1.382292773930067,316227766.0168397,-95.3633232847385,316227766.0168397,-80.7503386805499,316227766.0168397,-2.145668417582146,316227766.0168397,-112.1633723691333
398107170.5534995,-20.15010029820893,398107170.5534995,-19.96559410357833,398107170.5534995,-91.08037011631563,398107170.5534995,-13.87924141776128,398107170.5534995,-120.4101844208928,398107170.5534995,-106.1644467471102,398107170.5534995,-17.10801198343587,398107170.5534995,-137.4886009547792
500000000,-32.64420901600968,500000000,-30.60383968518721,500000000,-111.5608763964003,500000000,-26.63330026857524,500000000,-143.1422162464516,500000000,-129.0346008871941,500000000,-29.68192232154211,500000000,-160.8017614141172
